R957308,R617886
R835764,R867873
R902187,R980492
R179079,R297177
R370478,R103660
R378565,R657760
R647033,R441957
R559471,R655841
R631136,R528836
R296777,R667624
R470609,R982467
R137879,R475144
R728365,R189777
R118360,R928746
R320267,R361639
R565833,R118922
R579059,R627088
R308188,R802982
R461494,R988240
R136373,R589024
R168453,R544097
R674155,R274543
R760051,R277654
R539118,R788334
R913885,R303159
R578236,R352518
R540565,R536346
R392777,R740214
R945743,R112203
R796048,R899831
R526121,R951208
R608492,R913489
R462087,R205463
R859514,R180171
R921815,R146327
R138087,R597555
R600600,R350736
R340414,R856839
R110409,R215431
R300520,R406875
R346867,R951140
R603742,R217783
R841581,R471493
R177541,R567545
R364800,R539905
R217932,R142702
R739796,R549760
R238951,R629088
R376040,R212915
R929436,R692747
R101045,R576970
R567201,R237055
R806892,R933598
R532848,R945178
R322611,R785934
R432688,R607082
R219339,R425070
R891945,R709249
R392248,R809541
R890160,R928137
R777483,R742886
R585183,R547086
R167055,R850860
R588890,R451518
R382773,R642623
R242298,R815322
R321472,R228573
R633737,R108526
R422550,R310545
R831763,R363887
R800819,R135550
R276083,R725189
R906279,R728038
R229583,R256915
R725314,R455909
R681293,R549940
R844092,R853100
R221881,R636040
R319332,R955661
R121918,R365586
R250107,R809131
R368468,R210537
R660995,R566889
R649434,R308402
R772632,R376908
R530761,R790508
R884249,R292948
R529570,R595863
R880052,R891392
R403949,R482209
R311886,R487137
R850139,R684285
R832384,R935815
R995479,R893902
R442442,R409590
R703459,R452556
R192623,R915106
R542404,R173648
R938136,R753988
R370510,R482206
R417668,R989449
R322550,R647801
R566568,R107664
R249190,R323676
R275105,R998194
R187846,R760403
R971656,R515838
R891329,R190202
R504909,R552587
R650839,R812029
R447442,R550915
R419168,R530690
R249667,R668431
R386802,R327236
R437371,R804990
R176789,R907915
R251092,R189545
R992226,R937758
R453702,R635016
R518954,R112128
R834949,R466052
R384917,R286247
R206080,R750824
R386240,R702089
R304733,R602000
R391299,R615108
R871359,R195181
R224108,R874272
R220432,R240892
R199470,R475578
R900715,R856428
R494436,R580169
R427832,R342804
R106662,R574335
R918476,R297353
R498653,R352247
R595239,R955702
R978048,R207949
R691659,R293552
R259548,R551024
R107295,R792347
R524120,R389703
R791054,R158564
R278772,R888238
R807401,R528367
R716579,R561408
R718496,R999127
R993003,R819426
R627846,R393685
R297853,R984449
R362820,R451251
R613388,R601928
R499767,R546078
R616924,R739593
R914032,R902555
R676265,R687439
R343198,R496767
R414003,R109272
R840785,R637871
R850783,R101292
R837343,R632293
R295935,R279885
R934402,R538884
R397207,R189750
R428868,R474109
R418577,R320371
R671954,R288635
R335063,R664329
R417345,R357270
R959573,R505243
R943107,R497742
R219848,R807011
R923491,R628501
R667931,R239952
R739019,R578455
R547820,R322158
R421254,R297316
R902606,R315701
R414311,R163463
R455293,R908770
R927256,R909420
R641037,R347043
R425413,R834972
R912876,R171466
R737371,R241643
R793606,R412971
R924354,R731046
R927295,R601963
R929669,R610675
R244463,R209445
R756380,R596744
R919564,R479224
R740948,R348165
R209456,R129493
R573044,R373537
R183613,R150273
R298705,R755385
R644960,R464524
R583567,R527777
R226234,R843361
R319047,R350464
R159569,R388351
R396147,R145766
R219633,R122561
R572039,R189775
R115917,R656944
R762322,R810714
R515768,R532543
R630776,R684884
R237936,R421341
R512755,R145069
R612928,R459470
R317352,R640884
R604514,R564226
R879580,R700579
R762689,R162912
R928503,R997167
R332819,R562084
R480949,R185840
R359400,R643698
R653140,R482469
R526469,R159849
R679132,R243484
R465879,R111314
R768626,R315757
R842542,R425636
R650552,R960830
R996847,R422373
R748027,R350753
R807402,R791068
R790343,R633861
R755961,R831364
R997231,R450030
R440257,R839380
R642868,R941184
R251075,R113014
R768431,R812345
R317736,R178630
R373409,R282897
R597634,R136255
R293604,R516389
R236841,R121214
R941039,R947708
R301100,R814206
R936171,R628005
R950210,R909721
R621140,R876558
R959766,R631260
R192315,R890790
R242025,R539296
R605288,R796871
R141299,R946770
R605999,R490147
R467697,R760385
R881188,R180634
R152189,R763416
R398609,R525199
R816823,R536663
R155122,R821204
R972751,R594944
R631685,R991509
R266157,R294320
R643297,R144879
R145390,R505294
R843088,R677231
R102954,R772561
R672606,R261563
R508724,R819506
R957801,R560716
R160210,R140028
R998597,R977252
R754187,R373116
R893333,R372860
R507012,R218637
R471377,R229246
R306825,R576989
R426188,R150601
R556702,R889380
R968733,R780356
R430546,R450504
R339700,R554901
R249617,R467641
R262796,R557317
R206953,R491513
R656202,R506622
R787438,R990707
R743178,R585904
R657042,R502338
R457004,R552071
R837344,R803279
R799552,R465927
R504316,R290751
R899588,R643878
R615012,R330948
R619046,R672779
R384377,R523697
R962857,R221146
R397169,R534060
R468780,R876884
R876590,R281003
R383038,R388674
R929343,R279277
R470860,R482380
R507635,R390659
R867395,R454176
R840302,R705566
R311482,R449408
R316082,R647496
R691870,R618613
R863396,R438553
R667397,R990655
R541148,R160692
R907080,R177016
R349002,R849095
R195257,R733488
R155894,R967933
R904645,R224696
R639598,R697869
R953298,R724347
R908641,R659719
R500314,R771753
R171774,R788619
R371855,R880034
R617930,R420773
R531189,R220382
R710509,R434705
R178396,R949996
R886272,R785083
R594755,R222089
R492878,R873068
R973708,R351186
R246132,R551734
R261606,R353404
R316944,R759035
R244585,R270777
R986410,R643639
R249245,R606884
R271180,R430840
R258917,R486858
R402442,R473877
R421985,R163391
R465784,R840401
R829059,R206685
R757840,R315223
R609611,R103597
R528205,R872938
R724584,R280672
R491503,R913685
R400308,R697817
R159012,R421773
R517473,R524458
R947470,R884612
R787753,R224221
R491962,R445847
R806313,R444694
R612916,R143980
R154076,R514746
R642532,R594416
R232645,R559861
R622330,R934911
R282263,R745981
R897753,R616453
R199994,R650558
R253869,R371336
R159060,R378370
R105183,R875572
R117528,R397761
R701204,R205577
R676290,R918299
R681647,R148397
R978014,R263726
R261789,R326189
R996003,R812653
R207014,R715267
R330526,R769734
R426068,R935740
R111148,R862075
R912477,R794203
R689363,R772889
R881512,R702154
R152740,R521994
R234905,R428755
R590862,R199198
R635427,R173938
R360359,R877971
R923418,R580407
R834592,R463772
R524880,R320635
R295529,R819647
R640680,R228605
R102423,R579321
R145357,R395474
R171318,R110709
R162345,R248813
R448670,R569396
R867806,R466267
R863176,R495673
R544112,R586707
R969628,R472306
R295562,R679683
R433735,R895802
R995248,R624544
R251396,R897656
R214193,R702550
R762564,R944017
R672181,R549657
R513395,R677487
R141379,R441373
R752125,R834807
R236493,R861744
R131799,R575354
R295674,R878254
R569773,R357897
R344261,R702086
R707064,R992149
R517998,R724606
R943893,R830784
R803784,R843732
R636142,R622026
R469763,R742261
R972958,R478164
R230011,R258597
R664314,R194611
R289945,R289268
R707432,R663986
R835645,R285564
R627184,R354700
R571413,R736829
R324118,R443117
R579062,R445441
R767389,R248969
R739903,R369391
R493995,R968475
R461013,R210511
R523483,R568301
R717477,R872457
R727228,R985899
R606214,R645814
R667384,R346625
R321498,R428959
R321819,R673033
R963521,R340372
R853249,R566273
R867213,R686243
R530367,R442060
R242216,R651158
R120954,R149182
R432731,R535491
R792011,R528075
R566483,R219098
R853751,R815111
R716063,R948396
R463500,R989090
R643937,R240048
R515987,R936547
R847482,R971783
R562005,R754533
R100028,R296741
R482933,R404141
R670971,R881610
R390610,R731986
R991380,R381552
R591722,R988941
R688189,R441415
R806203,R900260
R692377,R837760
R311877,R665649
R838978,R292411
R853366,R513685
R280798,R683010
R480794,R391905
R194897,R534867
R925068,R997604
R707035,R619558
R181030,R369541
R817857,R377008
R581974,R634051
R884611,R878226
R687789,R870220
R312766,R229627
R495611,R877917
R901115,R242371
R344141,R624733
R955452,R385970
R481733,R632974
R441418,R832810
R752979,R452560
R560175,R428239
R688721,R209162
R261126,R746013
R103652,R768189
R767465,R293741
R561459,R239737
R596512,R599513
R113603,R754618
R747122,R398763
R266909,R516423
R147673,R244703
R442821,R543718
R675936,R942038
R465884,R755003
R251549,R142572
R633592,R502996
R929429,R895047
R914990,R104279
R555836,R178574
R374841,R382152
R495051,R472202
R393202,R364028
R175970,R274328
R146782,R778403
R222980,R813431
R108726,R253256
R914100,R351107
R684399,R684828
R988288,R278594
R719142,R104546
R851477,R431808
R765531,R499661
R725503,R635749
R789995,R245744
R635298,R575721
R953405,R473647
R842271,R405699
R385354,R847213
R596564,R354517
R486387,R614490
R773376,R912559
R591354,R388706
R636694,R184345
R918198,R741227
R285134,R750544
R995462,R619478
R181473,R554984
R899975,R525124
R816702,R859660
R998175,R984082
R815592,R182712
R611089,R217009
R360368,R970717
R955360,R160750
R733069,R106348
R399236,R756282
R432380,R243454
R898184,R212004
R387559,R663661
R889858,R635754
R456271,R258295
R801688,R714230
R602565,R852344
R924991,R815372
R483523,R417833
R315645,R244965
R455380,R409090
R357433,R220178
R255107,R499662
R558379,R735575
R261129,R478073
R878757,R387297
R220031,R751840
R816740,R573925
R399937,R905332
R725540,R267625
R901711,R782352
R933772,R820978
R592724,R919077
R450523,R872946
R911389,R935844
R228550,R215229
R482212,R987852
R304775,R550330
R169315,R886560
R143500,R594538
R176233,R553214
R640602,R157107
R861516,R126992
R488134,R132175
R680589,R406493
R903432,R438181
R523694,R279877
R403866,R590240
R806831,R603807
R393328,R892475
R140168,R484727
R616537,R920468
R306262,R278811
R563834,R126460
R114853,R526373
R574988,R571607
R478624,R476688
R874301,R927809
R812523,R756723
R626042,R907753
R732908,R537451
R750809,R423548
R347041,R242051
R382054,R730231
R366530,R319486
R754686,R943910
R489642,R128666
R475706,R363711
R289862,R807174
R562622,R724954
R606490,R803939
R910866,R945600
R668453,R411567
R607446,R441438
R775126,R353534
R804444,R234625
R848449,R321074
R182459,R431031
R134611,R811681
R568194,R898412
R272157,R846949
R968057,R117806
R631079,R849790
R747130,R129822
R819230,R564308
R335692,R472809
R888031,R394058
R908391,R310865
R719499,R609479
R135194,R486051
R940940,R548388
R237636,R178652
R546552,R199346
R138303,R886396
R508415,R553349
R454278,R774441
R368949,R722076
R367129,R941067
R269325,R740735
R228570,R786508
R826050,R641924
R285331,R873060
R599103,R246950
R162817,R433479
R740278,R454748
R774736,R506085
R223121,R527825
R289362,R166324
R387409,R334553
R126276,R114581
R665949,R859283
R668034,R784594
R170614,R653971
R737692,R747889
R707487,R563261
R168141,R850500
R315360,R403042
R670839,R919532
R838857,R708282
R835019,R972842
R533151,R738343
R181341,R823775
R576912,R539112
R893284,R321491
R562352,R456264
R172862,R222673
R650661,R713776
R824308,R252374
R511748,R487512
R289454,R813322
R693901,R287781
R996692,R644856
R919735,R796199
R322031,R399168
R502604,R728124
R334844,R636035
R594751,R675292
R503240,R468794
R880348,R937941
R728966,R323245
R696172,R709670
R377584,R404741
R448903,R519133
R272941,R996904
R527316,R148855
R830313,R930527
R948112,R931925
R229395,R650906
R876174,R508376
R843624,R852373
R468739,R562945
R943591,R146993
R261508,R654919
R248774,R504163
R611775,R137686
R567761,R648778
R193354,R810858
R262226,R252329
R785038,R992227
R776484,R452604
R549013,R871450
R381047,R123102
R462709,R701361
R921376,R100907
R673477,R131370
R253570,R421831
R720754,R281254
R775274,R301843
R456307,R718112
R167893,R300256
R666988,R259769
R591847,R419627
R867728,R953060
R924212,R936163
R840625,R613466
R275273,R261182
R188384,R386495
R460105,R954780
R236597,R173207
R890566,R463413
R351200,R942251
R687770,R646547
R474576,R470646
R347954,R312293
R436835,R593807
R192105,R545113
R664390,R309725
R946375,R527796
R448078,R529043
R953968,R126972
R591789,R650793
R858605,R742490
R783245,R305286
R766271,R660479
R310426,R163789
R413703,R238623
R985431,R367035
R727345,R749569
R666442,R298954
R136835,R562785
R436971,R980173
R269683,R934680
R517954,R672578
R361615,R932446
R324829,R437480
R627981,R391469
R869768,R874572
R436394,R871325
R630941,R185058
R676111,R311392
R983597,R427731
R712152,R502225
R706620,R839992
R231102,R859868
R727599,R531651
R599379,R695566
R478628,R628905
R653334,R631591
R791198,R455635
R815766,R593735
R459868,R923390
R295074,R212833
R431978,R811416
R716911,R997401
R740145,R308076
R281748,R699079
R588545,R297048
R891455,R698551
R799717,R252307
R957940,R781487
R969678,R970610
R610068,R989517
R464664,R841804
R401681,R923970
R557429,R123524
R731920,R294488
R297001,R752333
R183656,R168785
R854288,R104822
R707275,R924872
R613473,R598256
R529428,R128906
R795732,R820811
R436331,R871100
R313154,R865258
R209230,R750977
R760125,R775290
R678167,R523211
R977076,R996905
R592160,R840509
R812284,R772492
R186887,R735690
R248699,R983280
R606899,R299832
R943004,R100696
R355329,R626693
R415700,R839473
R847199,R467532
R267762,R436326
R970346,R774216
R813667,R292142
R291457,R108705
R232181,R108671
R420627,R491939
R474255,R349990
R122278,R448256
R908085,R960863
R712591,R720892
R858782,R478184
R939387,R572157
R985710,R720432
R962748,R524483
R586017,R493650
R988780,R672531
R938064,R910468
R812718,R703563
R897288,R606071
R181600,R343325
R730219,R700243
R493697,R562106
R604271,R322763
R270252,R969999
R212693,R968531
R109158,R336197
R405688,R735520
R265707,R620988
R371703,R258961
R110522,R142067
R198376,R255057
R467500,R661584
R320966,R668008
R134515,R927463
R127994,R265179
R491250,R476747
R140752,R348378
R667331,R721912
R659500,R569134
R789136,R698980
R342225,R240845
R756920,R212182
R642429,R551815
R873388,R327541
R196438,R481477
R201726,R336661
R211327,R156861
R234595,R954709
R629601,R754586
R373597,R676139
R771594,R744884
R101814,R677198
R152123,R877488
R705122,R274877
R607971,R765227
R748605,R745885
R951232,R427537
R511039,R436738
R131354,R323176
R324529,R675755
R560020,R160939
R946086,R302695
R657887,R713411
R144103,R393538
R240406,R950770
R699351,R686704
R488171,R356090
R841643,R534099
R920684,R665993
R209500,R367979
R824857,R114196
R327139,R282977
R259013,R171276
R271733,R633864
R626126,R751631
R446788,R700611
R303799,R204606
R571193,R322633
R702065,R440338
R831282,R507884
R782802,R730030
R292760,R606986
R185299,R540956
R870573,R961298
R183698,R291881
R736358,R897934
R516855,R116150
R938622,R579667
R847084,R292929
R981266,R980187
R496525,R720903
R532392,R831483
R209620,R245322
R637137,R680978
R932717,R819041
R694181,R323952
R500932,R932501
R136575,R253020
R598724,R176998
R126657,R664171
R152545,R793211
R264702,R811823
R461187,R901111
R428533,R831782
R876711,R874348
R125376,R721099
R756527,R751874
R700352,R364610
R168551,R958479
R937269,R339497
R246042,R327173
R331684,R618649
R356327,R198790
R617549,R963295
R669933,R854182
R758260,R450955
R554521,R104200
R394374,R126179
R750438,R743666
R949998,R693499
R781322,R261837
R836082,R794288
R246621,R771602
R606527,R909327
R704511,R319331
R523938,R641798
R299124,R496630
R789809,R836448
R442581,R155360
R385001,R831359
R456418,R300523
R664614,R333105
R762962,R867371
R545531,R640665
R769281,R428269
R721490,R401975
R568959,R582330
R429422,R216059
R445060,R344960
R970458,R102114
R761321,R334951
R445797,R509877
R511480,R760464
R514893,R815104
R275507,R977889
R841483,R253400
R716710,R280685
R145858,R561994
R400281,R774103
R267425,R145837
R800242,R937657
R190295,R774334
R663816,R794872
R128813,R743832
R128075,R183815
R874665,R530404
R945833,R364689
R718851,R907212
R483697,R148314
R961403,R627705
R833174,R772787
R401362,R688166
R982017,R809427
R472836,R508385
R818934,R138960
R227670,R767745
R820689,R268366
R771975,R550487
R526896,R796628
R483341,R636147
R490340,R168793
R330106,R454259
R580307,R393594
R518803,R867737
R702080,R290738
R371910,R373956
R142372,R562257
R960886,R936073
R722386,R440275
R843537,R201129
R421541,R248127
R541453,R962922
R605828,R980279
R362128,R861389
R860617,R404753
R784745,R817065
R997288,R221435
R285396,R890011
R806181,R318982
R397437,R585872
R170784,R530949
R448507,R182080
R807165,R652739
R299375,R154439
R901624,R279541
R991230,R950787
R307672,R589278
R550864,R848380
R920778,R891435
R158645,R993322
R643742,R299265
R739517,R162031
R489572,R784153
R271355,R799885
R630881,R982511
R928182,R171110
R669214,R569228
R259140,R929257
R513486,R143324
R344295,R170076
R856916,R556169
R469428,R420780
R626629,R538948
R554917,R787343
R319961,R936351
R211250,R368545
R184141,R947080
R693174,R540335
R849970,R891068
R599620,R798366
R178310,R898535
R577281,R424556
R150158,R375007
R513646,R997339
R184587,R971775
R618469,R230220
R121474,R360621
R395458,R575299
R499400,R155081
R833879,R385972
R344412,R208018
R812346,R508795
R554146,R292366
R226184,R449527
R616659,R226241
R489116,R649802
R385482,R566383
R969166,R857401
R818363,R451479
R174511,R564988
R224169,R675844
R756204,R604425
R714239,R548376
R226913,R631030
R712278,R651622
R184032,R228010
R987772,R526069
R594934,R714590
R499159,R698569
R560367,R874000
R993666,R757599
R724566,R391683
R349907,R641542
R257168,R503621
R970689,R436556
R108201,R582799
R518227,R793572
R834811,R503956
R391120,R402062
R439720,R230865
R559423,R609965
R160534,R695210
R761252,R188389
R674412,R742200
R659534,R875173
R402294,R993996
R688351,R764616
R563448,R995241
R538313,R554297
R123963,R473627
R158093,R669185
R461387,R601524
R265814,R127490
R850110,R357132
R805903,R255960
R596275,R879307
R367484,R207654
R252670,R926404
R498903,R832428
R574695,R529990
R435534,R528445
R670877,R973101
R279112,R357770
R653838,R884879
R968841,R322945
R598898,R651753
R226876,R447431
R900347,R798093
R476371,R152960
R315926,R133007
R245650,R547008
R865606,R890436
R532372,R228517
R643032,R650059
R535124,R584549
R605642,R569936
R623803,R854644
R941001,R785082
R813096,R696857
R694099,R263791
R937333,R835391
R698239,R740326
R637793,R318491
R761580,R105320
R267288,R690344
R255507,R923088
R534771,R333943
R325035,R241134
R132944,R641651
R542860,R849605
R866747,R709975
R807992,R327433
R395525,R332280
R844913,R614577
R533744,R819954
R745896,R556479
R306528,R963954
R150203,R634587
R392904,R821158
R476007,R228392
R999662,R294430
R587526,R118978
R822793,R834353
R548798,R269823
R187279,R861419
R602531,R243669
R167576,R791164
R599461,R827976
R949457,R547901
R791141,R434243
R211559,R665191
R491110,R471467
R559494,R824671
R146030,R276457
R965621,R156635
R496318,R679511
R431291,R753585
R295381,R146591
R985046,R157321
R736949,R664266
R867762,R709204
R652045,R956656
R547184,R923897
R571989,R103682
R597927,R557121
R927075,R823085
R676465,R322185
R244488,R188609
R309907,R313684
R944882,R263001
R431948,R571841
R545990,R457581
R803681,R233359
R805262,R183661
R905513,R837197
R474176,R503604
R252014,R262923
R842126,R235005
R891272,R591283
R761040,R706883
R939299,R917225
R550404,R155484
R946164,R807924
R731622,R899579
R545228,R129502
R399596,R936514
R283343,R184778
R198951,R911403
R537860,R113209
R631612,R802270
R797227,R471973
R629025,R815871
R507550,R214259
R797730,R997576
R630852,R251450
R618360,R574802
R649934,R331532
R852008,R865354
R433582,R685894
R733744,R556344
R276782,R491239
R532478,R204043
R838999,R107091
R627495,R150867
R576491,R755087
R328605,R412188
R644980,R357789
R543757,R662286
R729970,R160454
R966770,R779569
R257485,R115753
R536265,R102161
R405001,R467655
R596352,R156816
R629577,R589047
R709506,R208045
R464636,R866206
R674800,R318787
R252235,R122999
R226217,R856661
R854740,R870408
R424028,R689688
R435945,R269205
R822851,R206646
R203489,R570294
R766655,R345668
R567023,R580053
R568367,R827347
R850410,R645438
R623060,R310496
R369264,R417816
R626876,R230798
R497508,R505984
R922157,R435917
R909771,R504228
R392965,R142958
R522251,R390058
R846716,R297147
R286230,R907218
R236993,R255904
R781050,R887980
R977464,R779148
R118024,R639093
R850685,R846666
R124552,R450189
R235292,R448419
R901932,R651584
R774189,R683045
R318341,R422319
R789630,R512558
R728840,R543000
R186464,R849369
R304077,R848727
R179288,R715135
R246958,R783206
R591692,R109843
R972345,R533033
R670030,R898983
R514980,R644613
R360616,R493510
R264824,R834965
R208944,R116080
R174244,R579181
R637392,R469030
R772107,R347520
R114801,R314704
R106772,R675471
R534485,R285300
R339381,R797764
R559717,R184103
R165130,R983833
R759579,R105635
R736387,R270138
R662453,R248599
R483681,R867370
R581216,R178273
R539202,R880513
R500924,R522556
R593404,R303411
R695323,R900955
R262282,R275030
R231093,R308911
R439537,R440756
R587483,R526330
R653829,R936799
R316058,R458621
R248801,R776935
R521523,R627087
R937459,R127302
R138147,R745447
R745969,R610579
R464195,R556470
R996340,R321311
R509148,R258836
R755179,R381760
R179810,R102272
R462360,R713529
R252059,R585742
R298034,R908104
R427663,R137502
R637911,R386308
R697786,R816571
R500232,R450763
R944011,R671285
R807609,R991880
R869719,R197522
R470257,R414158
R397002,R285885
R997695,R560230
R339277,R887280
R123849,R343601
R794458,R328008
R957484,R516854
R392096,R944363
R751142,R422972
R590880,R212285
R319387,R556696
R990338,R916195
R837193,R263746
R372360,R793869
R225746,R212234
R846851,R165161
R407239,R707879
R704434,R898036
R431836,R170203
R934605,R515290
R905791,R548515
R331545,R293558
R570185,R506348
R280551,R858942
R416107,R755924
R690595,R857860
R445614,R279586
R974668,R500303
R641355,R119745
R865539,R297625
R483179,R519505
R148330,R306995
R161295,R142529
R204092,R412241
R778877,R852771
R288818,R669690
R492341,R255568
R640142,R979345
R168495,R502433
R404927,R798616
R883508,R569783
R582223,R871857
R150701,R244833
R581503,R421778
R263342,R586253
R502141,R163674
R891500,R932605
R255304,R776407
R627418,R923883
R701506,R603575
R285001,R962956
R461420,R410435
R339219,R969131
R891343,R630577
R107527,R610042
R589121,R455900
R335893,R215738
R455737,R728436
R205388,R988655
R870491,R384690
R415751,R972008
R798535,R796715
R963738,R574322
R316986,R492660
R472330,R589675
R663944,R488722
R466883,R763801
R497626,R463483
R669596,R618304
R996023,R549830
R979997,R660130
R444525,R477873
R661837,R783835
R860312,R693231
R545299,R156987
R795833,R465749
R648083,R423119
R709690,R643329
R906173,R246770
R354124,R223596
R127600,R865175
R955842,R841327
R497480,R917884
R760630,R794317
R217696,R605023
R905893,R651721
R983340,R809659
R569987,R749573
R250774,R488663
R479168,R368780
R950009,R887361
R430037,R693431
R293638,R996985
R488066,R528614
R726855,R228211
R464407,R539201
R886076,R137224
R847775,R738228
R361320,R510344
R121884,R359986
R609559,R350868
R366380,R644765
R266407,R402011
R279962,R703746
R929784,R605174
R732564,R985206
R222298,R811094
R623397,R566619
R861234,R712042
R125264,R789862
R597828,R113706
R961078,R996696
R225617,R306364
R594974,R869273
R267779,R136392
R480805,R589956
R386748,R516732
R474065,R229931
R952303,R776622
R303366,R989355
R329616,R414313
R268849,R277194
R249365,R787208
R433252,R695585
R673579,R112902
R645958,R781887
R174804,R742711
R481619,R943848
R660978,R933580
R467629,R537022
R478785,R455449
R813456,R518352
R395377,R519297
R838139,R671392
R625970,R753220
R993677,R430026
R509444,R896894
R171295,R404100
R582504,R301743
R111391,R777718
R497869,R146789
R618086,R442651
R126279,R208422
R774602,R215819
R386156,R507733
R598270,R557622
R706438,R670652
R147991,R356894
R706754,R532835
R608576,R757801
R393611,R393437
R637141,R881564
R117929,R188374
R869372,R527644
R661967,R454813
R986968,R164908
R587890,R433702
R610228,R418060
R796323,R750313
R419600,R415704
R251073,R112308
R187323,R160712
R400422,R937945
R389653,R341102
R346882,R715695
R365847,R500159
R982373,R662963
R546132,R388968
R173270,R207293
R600163,R486250
R274959,R728348
R191222,R944397
R289441,R327732
R812616,R613324
R460485,R465121
R715026,R345352
R264867,R623139
R855468,R484792
R141394,R583661
R528745,R935179
R150962,R589043
R276318,R171781
R742832,R329935
R612446,R206679
R423963,R200482
R490387,R221838
R648387,R960525
R863437,R809679
R179868,R476191
R429092,R425072
R496828,R927391
R590061,R245083
R347891,R770918
R313315,R363841
R483367,R634212
R394896,R962408
R618167,R506186
R904723,R467625
R759868,R865247
R726987,R158773
R323542,R228712
R580824,R426022
R650356,R546490
R570895,R119139
R650375,R688479
R785897,R236159
R975402,R980302
R513111,R491896
R213358,R527367
R510855,R802817
R252345,R739059
R368051,R808046
R511023,R248240
R565585,R753800
R921776,R471650
R347110,R778611
R291793,R877240
R698433,R658249
R703408,R395114
R923575,R743713
R760475,R836594
R656864,R472014
R983903,R353323
R725422,R541190
R682981,R115293
R174676,R530528
R818937,R800562
R659853,R711709
R581302,R457893
R318009,R802607
R544892,R169234
R329240,R257424
R974652,R279920
R171881,R719511
R182780,R552484
R653987,R153586
R791971,R838969
R795763,R801740
R306389,R337643
R348411,R113443
R531727,R547894
R147857,R287706
R340393,R404987
R923083,R740738
R207305,R264106
R339281,R189145
R629375,R693442
R246847,R443924
R794166,R805408
R145229,R220660
R754285,R457175
R744595,R773033
R915089,R787276
R105154,R709282
R637390,R773351
R451480,R272199
R432750,R576125
R105009,R822697
R304417,R545493
R397926,R778555
R476761,R307024
R900877,R139091
R255236,R141658
R177308,R698364
R560068,R936027
R688373,R365364
R659229,R403924
R198768,R968787
R449529,R163742
R975209,R203562
R828405,R336471
R163552,R845087
R694437,R447137
R450951,R876663
R193100,R794721
R954429,R975855
R109509,R805088
R801378,R505179
R987176,R565099
R690862,R722180
R941176,R478094
R496743,R410068
R423081,R962569
R398802,R947553
R520922,R437469
R804923,R419695
R897877,R748432
R838863,R897726
R904932,R290058
R806409,R996346
R194025,R506117
R563559,R359182
R119235,R366124
R958371,R203359
R417439,R569989
R844301,R305244
R359675,R259558
R362377,R307994
R464966,R160374
R573914,R307372
R653809,R938886
R754260,R441378
R263079,R919441
R986719,R628322
R368620,R492183
R871690,R324725
R369410,R516986
R448071,R736474
R639225,R737286
R426866,R687128
R463270,R964968
R343660,R568717
R348705,R427512
R847729,R290165
R860438,R704572
R470258,R128641
R270772,R166859
R439469,R624337
R292874,R673031
R312138,R926316
R244241,R102674
R724333,R680905
R750482,R213249
R807467,R502015
R578076,R206538
R116749,R224599
R859988,R880045
R507263,R887265
R308434,R100614
R419013,R856415
R381709,R421135
R138448,R331180
R188007,R945294
R326620,R545582
R275432,R510351
R240558,R297303
R121868,R358385
R967997,R731601
R566225,R304716
R123099,R781721
R668307,R486594
R112998,R377393
R304221,R365941
R353713,R460812
R728607,R115768
R769065,R328384
R559017,R811246
R960043,R730542
R878456,R188304
R215857,R374138
R858522,R748947
R494532,R903334
R751815,R357697
R322532,R311414
R914601,R357420
R778925,R203525
R341677,R371511
R869573,R523191
R256505,R205289
R119344,R498053
R114416,R953423
R172885,R323830
R458262,R927598
R477546,R875479
R743011,R321815
R424388,R325931
R751016,R776925
R692888,R290898
R622318,R971754
R308218,R152888
R630867,R938590
R875104,R424784
R798714,R948194
R312107,R787072
R109417,R317284
R396028,R448307
R925281,R662134
R879618,R935610
R992280,R256521
R394643,R523239
R503032,R232506
R527915,R205087
R823425,R174300
R451841,R980575
R740105,R935514
R498904,R196354
R301131,R563976
R387535,R263151
R587787,R241589
R836119,R876062
R500372,R313916
R312015,R214255
R881308,R906757
R221777,R504768
R257257,R307547
R296605,R147759
R952835,R399403
R823014,R305821
R617051,R163991
R116400,R655610
R373294,R787131
R999833,R346071
R520521,R432747
R817990,R415335
R896285,R600293
R963498,R755758
R430422,R476331
R787373,R628977
R237366,R529116
R976070,R927318
R602903,R529017
R449112,R523164
R945635,R583478
R919168,R765322
R469461,R987179
R958337,R305298
R267394,R595395
R175369,R261874
R292432,R322245
R282809,R866135
R106186,R102445
R799554,R119558
R193010,R564927
R567305,R778700
R499301,R507099
R638105,R412246
R924619,R359004
R554553,R717565
R393734,R322838
R673522,R301930
R612044,R310533
R547270,R608378
R146303,R328887
R483496,R659422
R682753,R228749
R399127,R372006
R978035,R562552
R308509,R693310
R115581,R173040
R208322,R150418
R444030,R476372
R879761,R758204
R456069,R243975
R312394,R904346
R816031,R964535
R160891,R337687
R226498,R787530
R462011,R555481
R940238,R862971
R160084,R677802
R944143,R698437
R626776,R992565
R498144,R709118
R814047,R894351
R387992,R695832
R641960,R667467
R414732,R810839
R382619,R343123
R246595,R469748
R273890,R323764
R629810,R517031
R675520,R831916
R377771,R538781
R610577,R695990
R372108,R446660
R241811,R841821
R415247,R205425
R999854,R359416
R388027,R353516
R790030,R485766
R977687,R931128
R710079,R796423
R302031,R501225
